	name	ores_score
2696	Domonkos II, Archbishop of Esztergom	Stub
2697	John Drágfi	Stub
2698	Mónika Dunai	Stub
2699	György Ekrem-Kemál	C
2700	László Endre	C
2701	Ferenc Esterházy (1715–1785)	Stub
2702	Miksa Falk	Start
2703	János Nepomuk Farkas	Start
2704	József Farkas (politician)	C
2705	András Fáy	Start
2706	Ferenc Gelencsér	Start
2707	Lajos Fodor	Start
2708	Péter Fülöp (diplomat)	Stub
2709	János Fuzik	Stub
2710	József Gera	Stub
2711	János Ghyczy	Start
2712	István Győrkös	GA
2713	Miksa Hadik	Stub
2714	Franz Haller	Stub
2715	Anita Heringes	Start
2716	Ottó Herman	C
2717	Sándor Hollán Jr.	Stub
2718	Sándor Hollán Sr.	Stub
2719	István Horthy	Start
2720	Miklós Horthy Jr.	Start
2721	Gábor Hraskó	C
2722	László Hunyady de Kéthely	Stub
2723	János Imreffy	Start
2724	Győző Istóczy	Start
2725	István Bajkai	Stub
2726	Miklós Istvánffy	C
2727	Oszkár Jászi	C
2728	János Jeszenák	Start
2729	Sándor Józan	Stub
2730	Gergely Kálló	Stub
2731	Mihály Káthay	Start
2732	Gyula Kautz	Start
2733	István Kendi	Start
2734	Sándor Kendi	Start
2735	Ferenc Kölcsey	Start
2736	Orbán Kolompár	Stub
2737	Juraj Košút	C
2738	Farkas Kovacsóczy	Start
2739	István Kovacsóczy	Start
2740	Nicholas Kove	Start
2741	László Böröcz	Stub
2742	László Lóránt Keresztes	Start
2743	George Lichtenstein (musician)	Start
2744	Lőrinc Nacsa	Stub
2745	Katalin Lukácsi	Stub
2746	György Magyar	Stub
2747	Géza Malasits	Stub
2748	Mária Kállai	Start
2749	Péter Márki-Zay	GA
2750	Gaspare Matcovich	Stub
2751	Michele Maylender	Start
2752	Tamás Mellár	Stub
2753	Zoltán Meskó	C
2754	Ernő Mesterházy	Start
2755	Mihály Mikes (politician)	Start
2756	Mihály Mikes (soldier)	Stub
2757	Olivio Kocsis-Cake	Stub
2758	Andrea Ossoinack	Start
2759	Luigi Ossoinack	Start
2760	Péter Ovádi	Stub
2761	Dénes Pázmándy (1848–1936)	Stub
2762	János Petki	Start
2763	János Petrán	Stub
2764	Lajos Polgár	Stub
2765	Ferenc Pulszky	C
2766	János Radványi	Start
2767	Levin Rauch	Start
2768	Andor Schmuck	Stub
2769	László Sebián-Petrovszki	Stub
2770	Iván Skerlecz	Start
2771	László Sombori	Stub
2772	László Szalay	Stub
2773	György Szapáry	C
2774	Réka Szemerkényi	Stub
2775	Lajos Szikszai	Start
2776	Pál Szinyei Merse	Start
2777	Géza Szőcs	Start
2778	Béla Szombati	Start
2779	Tamás Herczeg	Stub
2780	Pál Tar	Stub
2781	László Teleki	Start
2782	Kálmán Thaly	Start
2783	György Thurzó	Start
2784	Tibor Farkas	C
2785	Tibor Nunkovics	Stub
2786	Bence Tordai	C
2787	Klára Ungár	Stub
2788	Vilmos Vályi-Nagy	C
2789	Géza Varga (politician)	Stub
2790	András Várhelyi	Stub
2791	Miklós Vásárhelyi	Start
2792	Gusztáv Vizsolyi	Stub
2793	Béla Vörösmarty	Stub
2794	Miklós Wesselényi	C
2795	Paul Wittich (politician)	C
2796	Ásmundur Friðriksson	Stub
2797	Bjarni Thorarensen	Stub
2798	Björn Blöndal	Start
2799	Lárus Blöndal	Stub
2800	Brynjólfur Bjarnason	Start
2801	Einar Olgeirsson	Start
2802	Finnbogi Hermannsson	Stub
2803	Gísli Marteinn Baldursson	Start
2804	Gunnar Smári	Stub
2805	Helgi Hjörvar	Stub
2806	Ingi Björn Albertsson	Start
2807	Pétur Havsteen	Stub
2808	Thorkild Fjeldsted	Stub
2809	K. G. Adiyodi	Stub
2810	Ashok Kumar Gupta	Start
2811	Ranjit Singh Balian	Stub
2812	Bankim Chandra Ray	Start
2813	Banwari Lal Sharma	Stub
2814	Bhikhabhai Baraiya	Stub
2815	Tanmoy Bhattacharya	Stub
2816	Dharmajan Bolgatty	GA
2817	Sushanta Borgohain	Stub
2818	Prabhabati Bose	Start
2819	Adesh Kanwarjit Singh Brar	Start
2820	Karan Kaur Brar	Start
2821	Chabilal Upadhyaya	Start
2822	Choorayi Kanaran	Stub
2823	Dilip Choudhary	Stub
2824	Mukesh Choudhary (politician)	Start
2825	Nandita Chowdhury	Stub
2826	Zahur Ahmad Chowdhury	Start
2827	Vimal Chudasama	Stub
2828	Abdul Rashid Dar	Start
2829	Swaran Ram Darapuri	C
2830	Jawaharlal Darda	Start
2831	Muhammad Shafi Daudi	Start
2832	Kanubhai Desai	Stub
2833	Sahebrao Baradkar Deshmukh	Stub
2834	Suresh Deshmukh	Stub
2835	Rekha Devi	Stub
2836	Subhash Dhote	Stub
2837	Sohan Lal Dhusiya	Stub
2838	Dilip Varma	Start
2839	Dulal Chandra Das	Stub
2840	Thirumagan Evera	Stub
2841	Anant Gadgil	Stub
2842	Hussain Rabi Gandhi	C
2843	P. Geetha Jeevan	Start
2844	Mohindra Kumar Ghosh	Stub
2845	Bismita Gogoi	GA
2846	Harjit Singh Grewal	Start
2847	Janak Raj Gupta	Start
2848	Kirat Singh Gurjar	Start
2849	Gurnam Singh Charuni	C
2850	Maddila Gurumoorthy	Start
2851	Hari Shankar Mahor	Start
2852	Harinath Debbarma	Stub
2853	Harinder Pal Singh Chandumajra	Start
2854	Syed Ahmad Hashmi	C
2855	Banamali Hazra	Stub
2856	G. Iyappan	Stub
2857	D. P. Jadeja	Start
2858	Pradhyumansinh Mahipatsinh Jadeja	Stub
2859	Jagtarandas	Stub
2860	Thekedar Madan Lal Jalalpur	Stub
2861	Jalam Singh Rawlot	Stub
2862	Jayant Malhoutra	Stub
2863	J. Jayalalithaa	GA
2864	K.N. Joglekar	Stub
2865	Kalo Chandramani	Stub
2866	Atul Khatik	Stub
2867	Dariyav Khatik	Stub
2868	Munshilal Khatik	Stub
2869	Gurmeet Singh Khuddian	Start
2870	Man Singh Kinsariya	Start
2871	Konijeti Rosaiah Ministry	Start
2872	K. M. Krishnamurthy	Stub
2873	C. Krishnamurali	Stub
2874	Jibesh Kumar	Start
2875	Sukhwinder Kumar	Stub
2876	Arun Lad	Start
2877	Lalit Meena	Stub
2878	Delilah Lobo	Start
2879	G. Loganathan	Stub
2880	Sundar Singh Majithia	Start
2881	Gunda Mallesh	Stub
2882	Jagannath Mallick	Start
2883	Girindra Mallik	Stub
2884	Jyotsna Mandi	Stub
2885	Mange Ram Gupta	Start
2886	K. Manickam	Stub
2887	D. Manjunath	Stub
2888	Jignesh Mevani	FA
2889	Suresh Chandra Mishra	Stub
2890	Mohammad Anzar Nayeemi	Stub
2891	Karnail Singh Peer Mohammad	Start
2892	Mohit Mitra	Stub
2893	Ahmed Mohiuddin (politician)	Start
2894	Anubrata Mondal	Stub
2895	Bina Mondal	Stub
2896	Hucheshwar Gurusidha Mudgal	Stub
2897	Venkatreddy Mudnal	Start
2898	Mukunda Behari Mullick	Start
2899	Durga Murmu	Stub
2900	L. Murugan	C
2901	Ezhilan Naganathan	C
2902	H. Nagesh	Stub
2903	Jamyang Tsering Namgyal	C
2904	Anant Namjoshi	Stub
2905	Kanakeswar Narzary	Start
2906	Hanumant Nirani	Stub
2907	P Namgyal	Stub
2908	Gopichand Padalkar	Start
2909	Ajit Singh Pal	Stub
2910	Kuka Parray	Stub
2911	Jai Prakash Bhai Patel	Stub
2912	Kanubhai Patel	Stub
2913	B. G. Kolse Patil	C
2914	Sangita Patil	Stub
2915	T. P. Peethambaran	Stub
2916	P. S. Nataraja Pillai	C
2917	Varthur Prakash	Stub
2918	Ragya Naik	Stub
2919	Ziaur Rahman Barq	Start
2920	Malyala Rajaiah	Start
2921	Rajendra Singh Bidhuri	Stub
2922	Lalit Chandra Rajkhowa	Stub
2923	Ram Narayan Chaudhary	C
2924	Munshi Rampal	Stub
2925	Suresh Rana	Start
2926	Ranbir Singh Latayan	Start
2927	N. V. Rama Rao	Stub
2928	Huzaifa Aamir Rashadi	Start
2929	Prithiraj Rava	Stub
2930	Vemula Prashanth Reddy	Stub
2931	Renuka Das Bhalerao	GA
2932	Hemang Raval	Stub
2933	Roque Santana Fernandes	C
2934	Rahul Roy (politician)	Stub
2935	Rekha Roy	Stub
2936	Safiullah Khan Tanoli	Start
2937	Hemnarayan Sah	Stub
2938	Namita Saha	Stub
2939	Nilabati Saha	Stub
2940	Kanwar Sandhu	Start
2941	Sangat Singh Gilzian	Stub
2942	Hari Ram Sardar	Stub
2943	Sanjib Sardar	Stub
2944	Sarju Prasad Misra	Stub
2945	Chandana Sarkar	Stub
2946	C. H. Sekar	Stub
2947	G. Sendhil Kumar	Stub
2948	Seth Kishan Dass	Start
2949	Nirav Shah (politician)	Start
2950	Gyanesh Sharma	Stub
2951	Radha Mohan Sharma	Start
2952	Gopal Singh Shekhawat	Start
2953	Sunil Shelke	Stub
2954	Tukaram Shrangare	C
2955	Zeeshan Siddique	Start
2956	Abbas Siddiqui	Start
2957	Onkar Singh Lakhawat	C
2958	Binod Kumar Singh	Stub
2959	Master Gurbanta Singh	C
2960	Nirmal Singh (judge)	Start
2961	Ram Ratan Singh	Stub
2962	Sadanand Singh	Stub
2963	Samarpal Singh	Start
2964	Shyam Bahadur Singh	Stub
2965	Vijay Kumar Singh (Bihar)	Stub
2966	Sumita Sinha	Stub
2967	V. P. Sivasubramani	Stub
2968	Achhelal Sonkar	Stub
2969	M. K. Stalin	GA
2970	Sunder Sham Arora	Stub
2971	Suresh Kumar Routray	Start
2972	Surinder Pal Singh Sibia	Stub
2973	Sushil Kumar Rinku	Stub
2974	Mulla Abdullabhai Taherali	Start
2975	Jagdev Singh Talwandi	C
2976	Ranjit Singh Talwandi	Start
2977	F. R. D. Thakor	Start
2978	Thamizhachi Thangapandian	C
2979	Skariah Thomas	Start
2980	Rakesh Tikait	Start
2981	B. P. Tiwari	B
2982	Kuldeep Singh Vaid	Start
2983	Bhagya Reddy Varma	Start
2984	Thiru Sri Thiagu Vayakkarar	Stub
2985	Vindhya (actress)	C
2986	M. L. Vishwakarma	Start
2987	Burhan Abdurahman	Stub
2988	Rais Abin	GA
2989	Amris	Stub
2990	Anang Hermansyah	C
2991	Andrei Angouw	GA
2992	Bustanil Arifin	Stub
2993	Wiranto Arismunandar	C
2994	Ahmad Azhary	Start
2995	Joop Ave	Start
2996	Antasari Azhar	C
2997	Kuryana Azis	Stub
2998	B.M. Diah	C
2999	Basyir Bachtiar	Stub
3000	Justika Baharsjah	Stub
3001	Abu Bakar (Indonesian politician)	Stub
3002	Bambang Kesowo	Start
3003	Faisal Basri	Stub
3004	Novel Baswedan	C
3005	Mustofa Bisri	Start
3006	Bonifasius Belawan Geh	C
3007	Manuel Carrascalão	Start
3008	Dewa Cawu	Start
3009	P. F. Dahler	C
3010	Omar Dhani	Start
3011	Daryatmo	Start
3012	H. S. Dillon	Start
3013	Eros Djarot	C
3014	Djumhana Wiriaatmadja	GA
3015	Alue Dohong	Start
3016	Ernest Douwes Dekker	C
3017	Rustam Effendi	C
3018	Rahmah el Yunusiyah	GA
3019	Fachrul Baraqbah	GA
3020	Fadeli	Stub
3021	Abdul Malik Fadjar	Stub
3022	Governor of Bangka Belitung Islands	Stub
3023	Yairus Gwijangge	Stub
3024	Zukhriatul Hafizah Muhammad	Start
3025	Nurdin Halid	C
3026	Syarif Hamid II of Pontianak	C
3027	Syarwan Hamid	Stub
3028	Mulfachri Harahap	Stub
3029	Hasan Basry	C
3030	Albert Hasibuan	Stub
3031	Diaz Hendropriyono	Stub
3032	Hilman Djajadiningrat	C
3033	Helmud Hontong	GA
3034	Rasimah Ismail	Stub
3035	Herman Johannes	C
3036	John Djopari	Start
3037	S. Kabo	Stub
3038	Zulkarnain Karim	Stub
3039	Bahlil Lahadalia	C
3040	Liem Koen Hian	C
3041	Andi Alfian Mallarangeng	Start
3042	Ben Mang Reng Say	C
3043	Gatot Mangkoepradja	Stub
3044	Kuntoro Mangkusubroto	Start
3045	Abdul Latif Daeng Masikki	Stub
3046	Adjie Massaid	Start
3047	Alimuddin Daeng Matiro	Stub
3048	Mohamad Isa	GA
3049	Herman Monim	Start
3050	Burhan Muhammad	Stub
3051	Farouk Muhammad	Stub
3052	Ali Masykur Musa	Start
3053	Hasyim Muzadi	GA
3054	Abi Kusno Nachran	Start
3055	Rustam Effendy Nainggolan	Start
3056	Muhammad Nazar	Stub
3057	Ngitung	Stub
3058	Ramses Ohee	GA
3059	Panusunan Pasaribu	Start
3060	Julian Aldrin Pasha	Stub
3061	Poedjono Pranyoto	GA
3062	Prijono	C
3063	Anthony Winza Probowo	C
3064	I Gusti Ketut Pudja	GA
3065	Tedjo Edhy Purdijatno	Start
3066	Ridwan Suwidi	Stub
3067	Sa'duddin	Start
3068	Ahmad Ridha Sabana	Start
3069	Hari Sabarno	Start
3070	Bambang Santoso	Start
3071	Sidik Djojosukarto	GA
3072	Sudi Silalahi	Start
3073	W. T. P. Simarmata	Stub
3074	Mahadi Sinambela	Stub
3075	Mooryati Soedibyo	Start
3076	Soerjadi Soedirdja	Stub
3077	Soegiono	Stub
3078	Tjokorda Gde Raka Soekawati	Start
3079	Soemarno Sosroatmodjo	Stub
3080	Max Sopacua	Stub
3081	Sarifuddin Sudding	Stub
3082	Sukarni	GA
3083	Sukmawati Sukarnoputri	C
3084	Tjokorda Ngurah Wim Sukawati	Start
3085	Sukiman (regent)	Stub
3086	Ibnu Sutowo	GA
3087	Syamsuddin Mahmud	C
3088	Charles Tambu	Stub
3089	Abdul Sajid Tamrin	Stub
3090	Jan Engelbert Tatengkeng	Start
3091	Frans Tutuhatunewa	Stub
3092	A. Wahab	Stub
3093	John Wattilete	Start
3094	Erna Witoelar	Stub
3095	Yansen Tipa Padan	Stub
3096	Z.A. Ahmad (Indonesian politician)	Stub
3097	Achmad Rizal Zakaria	Stub
3098	Abbas Ali Akhtari	Start
3099	Alireza Abbasi	Start
3100	Ali Agha-Mohammadi	Stub
3101	Ahmad Ali Moghimi	Stub
3102	Aghapour Alishahi	Start
3103	Mohammad Ali Asfanani	Stub
3104	Mojtaba Bakhshipour	Start
3105	Mousa Chegini	Stub
3106	Mahmudali Chehregani	C
3107	Habibollah Dahmardeh	Stub
3108	Farhad Dejpasand	Stub
3109	Nasr al-Din (Yunnan)	C
3110	Esfandiar Ekhtiyari	GA
3111	Naeimeh Eshraghi	Start
3112	Roozbeh Farahanipour	Start
3113	Sohrab Gilani	Start
3114	Fereidon Hasanvand	Stub
3115	Seyed Zia Hashemi	Stub
3116	Heshmatollah Falahatpishe	Start
3117	Heydar Latifiyan	GA
3118	Amir Hossein Jahanshahi	C
3119	Jalal ed-Din Amir Chakhmaq Shami	Stub
3120	Yadollah Javani	Start
3121	Roohallah Jomei	C
3122	Hamid Kahram	Stub
3123	Mohammad Reza Kalaei	C
3124	Mohammad Khamenei	C
3125	Kazem Khavazi	Stub
3126	Ensieh Khazali	Stub
3127	Mehrdad Khonsari	C
3128	Mohammad-Hossein Khoshvaght	Stub
3129	Meysam Latifi	Stub
3130	Mohammed Sharif Malekzadeh	Start
3131	Hadi Manafi	Stub
3132	Ahmad Masoumifar	Stub
3133	Ebrahim Matinian	Start
3134	Seyed Mostafa Mir-Shafiei	Stub
3135	Mohammad Ashouri Taziani	Stub
3136	Mohammad Faghie	Stub
3137	Mohammad Hadi Nejad Hosseinian	Stub
3138	Mohammad Reza Mokhber Dezfouli	Stub
3139	Mohammad Saleh Meftah	C
3140	Mohammad Shahcheraghi	C
3141	Mohammad-Hadi Abdekhodaei	Start
3142	Amir Mohebbian	Start
3143	Mohammad Mojabi	Stub
3144	Mohammad Mokhber	Start
3145	Mostafa Mesbahzadeh	C
3146	Rasoul Movahedian	Stub
3147	Majid Naseri Nejad	Start
3148	Ali Mohammad Noorian	Stub
3149	Ghodratollah Norouzi	Stub
3150	Reza Nouri	C
3151	Ali Asqar Peyvandi	Stub
3152	Qasem Saedi	Start
3153	Safdar Rahmat Abadi	Stub
3154	Valiollah Rostaminejad	Stub
3155	Ahmad Toyserkani Ravari	Start
3156	Ali Asghar Yousefnejad	Stub
3157	Moussa Zargar	Stub
3158	Abd al-Aziz al-Badri	Start
3159	Abd al-Ilah	Stub
3160	Abd-Allah ibn Aamir Hadhrami	Stub
3161	Suhaylah Abd-Jaafar	Start
3162	Abdulsalam Abdullah	Stub
3163	Mazin Abu Kalal	Stub
3164	Akeel Al Saffar	Stub
3165	Widad Akrawi	B
3166	Ali Salih al-Sa'di	GA
3167	Mouin AlKazmi	Stub
3168	Zekra Alwach	Start
3169	Amin Farhan Jejo	Stub
3170	Najiha Al-Amiri	Start
3171	Dia al-Asadi	Start
3172	Iman al-Asadi	Stub
3173	Adnan al-Assadi	Start
3174	Atwan Al Atwani	Stub
3175	Abu Bakr al-Baghdadi	GA
3176	Mohammad Bahr al-Uloom	C
3177	Luis Caro Bandar	Stub
3178	Ahmed al-Barak	Stub
3179	Masrour Barzani	C
3180	Kamil Chadirji	C
3181	Sondul Chapouk	Stub
3182	Vian Dakhil	C
3183	Asma al-Dulaimi	Stub
3184	Asaad Al Eidani	Stub
3185	Qasim Al-Fahadawi	C
3186	Faisal I of Iraq	C
3187	Fakhri al-Tabaqchali	Stub
3188	Vala Fareed	Start
3189	Hanan Saeed Mohsen al-Fatlawi	Start
3190	Rewaz Fayeq	Start
3191	Falih Al-Fayyadh	Start
3192	Rend al-Rahim Francke	C
3193	Juwan Fuad Masum	Stub
3194	Mohammed Al-Ghabban	C
3195	Saadoun Ghaidan	Start
3196	Mohammed Hadid	C
3197	Rustam Haidar	Stub
3198	Zakia Hakki	C
3199	Mohamed Al-Halbousi	Start
3200	Ahmad Hardi	Start
3201	Khairuddin Haseeb	Stub
3202	Maysoon al-Hashemi	Stub
3203	Aqila al-Hashimi	Start
3204	Azhar Abd Al Majeed Husain	Stub
3205	Abd al-Tawab Mullah Huwaysh	Stub
3206	Mohammad Iqbal Omar	Start
3207	Jaafar al-Sadr	C
3208	Salim al-Jabouri	Start
3209	Dhia Jafar	C
3210	Iyad Jamal Al-Din	Start
3211	Jamal Baban	Start
3212	Jamil Abdul Wahab	Start
3213	Abdullah Hussein Jebara	C
3214	Ahmed Abdullah al-Jubouri	Start
3215	Muhammed Ibrahim al-Juraissey	Stub
3216	Yousef al-Kalabi	Start
3217	Ghaida Kambash	Stub
3218	Duraid Kashmoula	Stub
3219	Osama Youssef Kashmoula	Stub
3220	Lamiya Abed Khadawi	Stub
3221	Khairi Al-Hindawi	C
3222	Salama al-Khufaji	Stub
3223	Raja Habib al-Khuzaai	Stub
3224	Hamid Rashid Ma`ala	Stub
3225	Abbas Mahdi	Stub
3226	Aisha Ghazal Mahdi	Stub
3227	Huda Sajjad Mahmoud Shaker	Stub
3228	Mohammed Haji Mahmoud	Start
3229	George Mansour	Stub
3230	Tayseer al-Mashhadani	Stub
3231	Fuad Masum	C
3232	Muhammad Jamil Al-Mayahi	Stub
3233	Wijdan Michael	Stub
3234	Siham Mousa Hamoud Jabr Al Moussawi	Stub
3235	Muhammed Ali Mahmud	Start
3236	Mawlud Mukhlis	Start
3237	Mishkat al-Mumin	Start
3238	Tariq Najm	Start
3239	Majid al-Nasrawi	Stub
3240	Yahia Nasseri	Stub
3241	Atheel al-Nujaifi	Stub
3242	Saleh al-Ogaili	Stub
3243	Ali al-Qaradaghi	Start
3244	Suhaib al-Rawi	Start
3245	Ahmed Abu Risha	GA
3246	Mowaffak al-Rubaie	Start
3247	Maruf al Rusafi	GA
3248	Shatha Mousa Sadiq	Stub
3249	Alaa al-Sadoun	Stub
3250	Tahseen Said	Start
3251	Numan al-Samarrai	Stub
3252	Sargon Lazar Slewa	Stub
3253	Sawsan Ali Sharifi	Start
3254	Ahmed Shibani	Stub
3255	Safia Taleb Ali al-Suhail	B
3256	Hussein al-Tahan	Stub
3257	Asaad Abu Gilel al-Taie	Stub
3258	Ala Talabani	Start
3259	Talib al-Naqib	GA
3260	Ali Al Tamimi	Stub
3261	Hani Abd Latif Tilfah	Stub
3262	Toma Tomas	Start
3263	Aqil Al-Turaihi	Stub
3264	Ahmed Uthman	C
3265	Pascal Esho Warda	Start
3266	Ahmad Muhammad Yahya	Start
3267	Nabeel Yasin	Start
3268	Aziz Al-Yasiri	Start
3269	Tawfiq al-Yasiri	Stub
3270	Luay al-Yassiry	Stub
3271	Saleh Yousefi	Start
3272	Awni Yusuf	Stub
3273	Yusuf Salman Yusuf	C
3274	Lara Zara	Start
3275	Falah Hassan al-Zidan	Start
3276	Faleh al-Ziyadi	Stub
3277	Adnan al-Zurfi	Stub
3278	Avraham Agmon	Stub
3279	Mehereta Baruch-Ron	Stub
3280	Yehuda Gilad (politician)	Start
3281	Yosi Havilio	C
3282	Uri Savir	C
3283	Giuseppe Amadei	Stub
3284	Umberto Ambrosoli	Stub
3285	Alfredo Arpaia	Stub
3286	Giovanni Battista Balbis	Stub
3287	Pier Paolo Baretta	Start
3288	Anton Giulio Barrili	Stub
3289	Alfonso Bartoli	C
3290	Giordano Bianchi Dottula	Start
3291	Gianpaolo Bissi	Stub
3292	Gabriele Boscetto	Stub
3293	Francesco Bosi	Stub
3294	Giovanni Bovara	Start
3295	Darko Bratina	Start
3296	Gino Bucchino	Stub
3297	Niccolò di Buonaccorso	Start
3298	Marino Busdachin	Start
3299	Michele Caccavale	Stub
3300	Davide Caparini	B
3301	Livio Caputo	Stub
3302	Viola Carofalo	Start
3303	Francesco Carrara (jurist)	Start
3304	Filippo Cavazzuti	Stub
3305	Enea Cerquetti	Start
3306	Enrico Cialdini	Start
3307	Michele Angelo Cianciulli	Stub
3308	Luigi, Count Cibrario	C
3309	Pompeo Colajanni	C
3310	Stefano Colonna	Stub
3311	Piero Ginori Conti	C
3312	Alessandro Contini-Bonacossi	Start
3313	Cesare Correnti	Start
3314	Luca Coscioni	B
3315	Teodoro Cottrau	Stub
3316	Giovanni Cuomo	Start
3317	Lucio D'Ubaldo	Stub
3318	Marta Dassù	Start
3319	Philippe Daverio	C
3320	Antonio De Berti	C
3321	Diana de Feo	Stub
3322	Saverio De Michele	Start
3323	Simon Doria	Start
3324	Carlo Dossi	Start
3325	Eugenio Duca	Stub
3326	Vincenzo Duplancich	C
3327	Carlo Fadda	Stub
3328	Marco Fedi	Stub
3329	Josip Ferfolja	Start
3330	Bruno Ferrante	Stub
3331	Carlo Filangieri	C
3332	Paolo Filippi	Start
3333	Vincenzo Filonardi	Start
3334	Quirico Filopanti	Start
3335	Costantino Fittante	Stub
3336	Vittorio Fossombroni	Start
3337	Francesca Romana D'Antuono	C
3338	Pompeo Gabrielli	Start
3339	Carlo Galli (political scientist)	Stub
3340	Ricciotti Garibaldi	Start
3341	Gennaro Placco	Stub
3342	Michele Geraci	C
3343	Giovanni Giavazzi	Stub
3344	Gaetano Gifuni	Start
3345	Carlo Ginori	Stub
3346	Raffaello Giovagnoli	C
3347	Nerio Giovanazzi	Stub
3348	Carlo Ignazio Giulio	Stub
3349	Osvaldo Gnocchi-Viani	C
3350	Gaetano Gorgoni	Stub
3351	Michele Gortani	Start
3352	Giuseppe Govone	C
3353	Francesco Domenico Guerrazzi	Start
3354	Umberto Klinger	C
3355	Vincenzo La Russa	Stub
3356	Luigi Porro Lambertenghi	Start
3357	Enzo Lattuca	C
3358	Monaldo Leopardi	C
3359	David Levi (Italy)	Start
3360	Giovanni Lilliu	Stub
3361	Calogero Lo Giudice	Stub
3362	Alessandrina Lonardo	Stub
3363	Andrea Maffei	Start
3364	Mario Maiolo	Stub
3365	Alessandra Maiorino	Start
3366	Manfredo Manfredi	Stub
3367	Vincenzo Maranghi	C
3368	Filippo Mariotti	Stub
3369	Manuel Marliani	Stub
3370	Vincenzo Massilla	Start
3371	Ottaviano de' Medici	Stub
3372	Iacopo Melio	C
3373	Francesco Melzi d'Eril	Start
3374	Luigi Mercatelli	Stub
3375	Enrico Millo	Start
3376	Rosanna Minozzi	Stub
3377	Antonio Misiani	C
3378	Luciano Modica	Stub
3379	Giuseppe Montanelli	Start
3380	Bonincontro Morigia	Start
3381	Maria Celeste Nardini	Stub
3382	Diotisalvi Neroni	Stub
3383	Vito Nunziante	B
3384	Oldrado da Tresseno	Stub
3385	Mario Oriani-Ambrosini	C
3386	Ferdinando Palasciano	Start
3387	Pietro Paleocapa	Start
3388	Bartolomeo Panciatichi	Start
3389	Maffeo Pantaleoni	Start
3390	Gennaro Papa	Stub
3391	Renzo Patria	Stub
3392	Bartolo Pellegrino	Stub
3393	Giuseppe Perrucchetti	Start
3394	Pandolfo Petrucci	Start
3395	Augusto Pierantoni	Start
3396	Luigi Pizzardi	Stub
3397	Enzo Polidori	Stub
3398	Gustavo Ponza di San Martino	Stub
3399	Stefano Porcari	Start
3400	Giovanni Puoti	Stub
3401	Renzo Rabellino	Start
3402	Ercole Ricotti	Stub
3403	Roberto di Ridolfo	Start
3404	Italo Righi	Stub
3405	Arnaldo Rivera	C
3406	Pellegrino Rossi	C
3407	Roberto Sajeva	Stub
3408	Francesco Saverio Salfi	C
3409	Aurelio Saliceti	Stub
3410	Coluccio Salutati	C
3411	Riccardo Sarfatti	Start
3412	Pandolfo Savelli	Stub
3413	Bartolomeo Scala	Stub
3414	Giovanni Scuderi	Start
3415	Federico Seismit-Doda	Stub
3416	Salvatore Senese	Stub
3417	Piero Soderini	Start
3418	Giovanni Battista Sommariva	Start
3419	Giorgio Sonnino	Stub
3420	Domenico Spanò Bolani	Stub
3421	Nicola Squitti	Start
3422	Filippo Strozzi the Elder	Start
3423	Alberto Tarchiani	Start
3424	Carlo Tivaroni	Start
3425	Massimo Tononi	Start
3426	Quarto Trabacchini	Stub
3427	Nicola Tranfaglia	Stub
3428	Lanfranco Turci	Stub
3429	Giuseppe Vatinno	Start
3430	Francesco I Ventimiglia	Start
